,brand,family,reference,name,produced,limited,caseMaterial,caseGlass,caseBack,caseShape,caseDiameter,caseHeight,caseLugWidth,dialColor,dialMaterial,dialIndexes,dialHands,movementType,movementBrand,movementCaliber,movementDisplay,movementDiameter,movementJewels,movementReserve,movementFrequency,movementTime,description,imageLink,imagePath
36,Jaeger-LeCoultre,Reverso,,Grande Reverso Lady Ultra Thin Pink Gold Mother of Pearl,,No,Pink gold,Sapphire,Closed,Rectangular,24.00 mm,7.20 mm,,White,Mother of Pearl,Mixed,Sword,Handwound,Jaeger-LeCoultre,846/1,Analog,,18.0,38 h,21600 bph,"Hours, Minutes","The Reverso is one of the rare true icons of luxury watchmaking. It is the legendary reversible watch invented in the 1930s for polo players who wanted to be able to protect the crystal of their watches, which featured pure, geometric silhouettes inspired by the Art Deco movement. This is its ultra-thin, curved version designed exclusively for ladies.

Dimensions (L x W) : 40x24mm
Thickness : 7.2mm",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/3212402-f0.jpg,images_latest/3212402-f0.jpg
37,Jaeger-LeCoultre,Reverso,,Reverso Squadra Lady Duetto,,No,Stainless Steel,Sapphire,Double Dial,Rectangular,28.80 mm,11.80 mm,,Silver,,Arabic Numerals,Sword,Automatic,Jaeger-LeCoultre,968J,Analog,,28.0,42 h,28800 bph,"Hours, Minutes, Day / Night Indication","Combining elegance and femininity with the reliability of a prestigious timepiece, this model is clothed in 1stainless steel set with 73 diamonds. The front dial is distinguished by a date display and an exquisite day/night disc adorned with sun and moon symbols. On the back, its other face provides a striking contrast and is devoted exclusively to indicating the hours and minutes.

Dimensions (L x W) : 42x28.8mm",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/7058430-85.jpg,images_latest/7058430-85.jpg
38,Breitling,Transocean,,Transocean 38 Stainless Steel / MOP / Bracelet,2014,No,Stainless Steel,Sapphire,Closed,Round,38.00 mm,12.75 mm,20.00 mm,White,Mother of Pearl,Stick / Dot,Stick,Automatic,Breitling,B16,Analog,25.60 mm,30.0,42 h,28800 bph,"Hours, Minutes, Small Seconds","Transocean  Breitling has reinterpreted the pure, original spirit of its Transocean collection in a refined model with a twin-aperture calendar and small seconds. The steel case, fitted with a slim beveled bezel and slender lugs, features a 38 mm diameter that is ideal for all wrist sizes. Water-resistant to 100 meters (330 ft), it houses an officially chronometer-certified selfwinding movement. REF. A1631012.A764.171A",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a1631012a764171a-19.jpg,images_latest/a1631012a764171a-19.jpg
39,Archimede,Pilot,,Pilot 45 KS Stainless Steel / Black,,No,Stainless steel,Sapphire,Open,Round,45.00 mm,10.50 mm,,Black,,Arabic Numerals,Sword,Handwound,ETA,6498-1,Analog,36.60 mm,17.0,46 h,18000 bph,"Hours, Minutes, Small Seconds","Classic design, engineering precision and functionality are the guidelines for this outstanding chronograph.

This Pilot 45 KS is powered by the hand-wound ETA 6498 movement, with small seconds at 6 o'clock. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel and measures 45mm across. The Pilot 45 KS is available with display back or - as an option - with a solid case back.

The catchy Pilot crown is designed for optimal usability, both when winding and while setting the time. The classic pilot's-style dial with luminous hands allows a clear time reading. 

Reference UA7949-H1.2 is fitted with a brown leather strap",https://watchbase.r.sizr.io/watch/lg/archimede/pilot/ua7949-h1-2-b6.jpg,images_latest/ua7949-h1-2-b6.jpg
40,Jaeger-LeCoultre,Reverso,,Reverso Classic Medium  Duoface Small Seconds Stainless Steel / Silver,2017,No,Stainless Steel,Sapphire,Double Dial,Rectangular,25.50 mm,9.20 mm,,Silver,,Arabic Numerals,Baton,Handwound,Jaeger-LeCoultre,854A/2,Analog,20.20 mm,19.0,42 h,21600 bph,"Hours, Minutes, Additional 12 Hour Hand (adjustable), Day / Night Indication","The Jaeger-LeCoultre Reverso Classic Medium Duoface Small Seconds was introduced at SIHH 2017. The rectangular case measures 42.9*25.5mm at a height of 9.2mm, housing the hand-wound caliber 854A/2. The back of the swiveling case offers its owner a second, black 'travel time' dial.",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/2458420-7f.png,images_latest/2458420-7f.png
41,Jaeger-LeCoultre,Reverso,,Reverso Classic Small Stainless Steel / Silver / Alligator,,No,Stainless Steel,Sapphire,Closed,Rectangular,21.00 mm,7.40 mm,,Silver,,Arabic Numerals,Baton,Quartz,Jaeger-LeCoultre,657,Analog,,4.0,,,"Hours, Minutes","The Reverso is the legendary reversible watch invented in the 1930s for polo players anxious to protect the crystal of their watches. This new Reverso Duetto small-sized model preserves all the essential features of the line, with its Art Deco inspiration and geometrical lines, and is distinguished by a delicate guilloché pattern decoration on the dial, giving it a subtle feminine touch.

Dimensions (L x W) : 34.2x21mm
Thickness : 7.4mm",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/2618430-61.png,images_latest/2618430-61.png
42,Archimede,Outdoor,,OutDoor 39 Protect Stainless Steel / Cream / Bracelet,,No,Stainless steel,Sapphire,Closed,Round,39.00 mm,11.20 mm,20.00 mm,Cream,,Arabic Numerals,Stick,Automatic,Sellita,SW200-1,Analog,25.60 mm,26.0,38 h,28800 bph,"Hours, Minutes, Seconds","This watch is powered by a Swiss Made SW 200-1  automatic movement, which offers high precision and reliability. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel finished by Ickler. 

This specific OutDoor Protect has a cream dial and is fitted a stainless steel bracelet.",https://watchbase.r.sizr.io/watch/lg/archimede/outdoor/ua8239b-a5-1-h-3b.jpg,images_latest/ua8239b-a5-1-h-3b.jpg
43,Archimede,Pilot,,Pilot Chornograph Staineless Steel / Black,,No,Stainless steel,Sapphire,Open,Round,42.00 mm,13.60 mm,,Black,,Arabic Numerals,Sword,Automatic,ETA,7750,Analog,30.00 mm,25.0,42 h,28800 bph,"Hours, Minutes, Small Seconds","Classic design, engineering precision and functionality are the guidelines for this outstanding chronograph.

This Pilot watch is powered by a Swiss Made Eta 7750 Elaboré automatic movement, which offers high precision and reliability. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel or black PVD finished by Ickler. The Pilot Chronograph is available with display back or - as an option - with a solid case back.

The catchy Pilot crown and the large pushers are designed for optimal usability. The classic pilot's-style dial with luminous hands allows a clear time reading. The date is discreetly shown at six o'clock.

Reference UA7939-C1.2 is fitted with a brown leather strap.",https://watchbase.r.sizr.io/watch/lg/archimede/pilot/ua7939-c1-2-38.jpg,images_latest/ua7939-c1-2-38.jpg
44,Jaeger-LeCoultre,Reverso,,Reverso Duetto Pink Gold Brown Strap,,No,Pink gold,Sapphire,Double Dial,Rectangular,20.70 mm,8.30 mm,,Silver,,Arabic Numerals,Sword,Handwound,Jaeger-LeCoultre,844,Analog,,18.0,38 h,21600 bph,"Hours, Minutes","Two back-to-back dials and two sets of hands turning in opposite directions, while driven by a single movement. On the front, a small seconds hand gently marks off the passing moments of daily life on the satin-brushed dial. On the back, its other face offers a scintillating contrast with an Art Deco inspired dial lit up with diamonds. 

Dimensions (L x W) : 33.2x20.7mm
Thickness : 8.3mm
Back dial black velvety sunray guilloché with silvered frosted numerals",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/2662422-3b.png,images_latest/2662422-3b.png
45,Audemars Piguet,Jules Audemars,,Jules Audemars 26100 Chronograph Pink Gold / White Vintage,,No,Pink gold,Sapphire,Open,Round,41.00 mm,12.70 mm,,White,,Arabic Numerals,Poire,Automatic,Audemars Piguet,AP 3124 / 3841,Analog,29.92 mm,59.0,50 h,21600 bph,"Hours, Minutes, Small Seconds","The Jules Audemars 26100OR.OO.D088CR.01 has an white lacquered dial with painted Breguet numerals and black 'poire' hands, giving Audemars Piguet's self-winding chronograph a vintage-inspired look. ",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/26100or-oo-d088cr-01-57.png,images_latest/26100or-oo-d088cr-01-57.png
46,Audemars Piguet,Jules Audemars,,Jules Audemars 15180 Extra-Thin Pink Gold / Black,,No,Pink gold,Sapphire,Open,Round,41.00 mm,6.70 mm,,Black,,Stick / Dot,Feuille,Automatic,Audemars Piguet,AP 2120,Analog,28.40 mm,36.0,40 h,19800 bph,"Hours, Minutes",The Jules Audemars 15180OR.OO.A002CR.01 has a pink gold case and a black dial with applied hour markers. It is powered by the self-winding caliber 2120.,https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/15180or-oo-a002cr-01-26.png,images_latest/15180or-oo-a002cr-01-26.png
47,Audemars Piguet,Jules Audemars,,Jules Audemars 26344 Grande Sonnerie Carillon Platinum / The Hour Glass Slate,2016,"Yes, 1 unit",Platinum,Sapphire,Open,Round,39.00 mm,11.10 mm,,Grey,Yellow gold,Stick / Dot,Feuille,Handwound,Audemars Piguet,AP 2945,Analog,29.90 mm,53.0,48 h,21600 bph,"Hours, Minutes, Small Seconds","The Jules Audemars 26344PT.OO.D002CR.03 is a unique piece created for The Hour Glass. It features a platinum case and a slate grey guilloché dial. It is powered by the hand-wound caliber 2945, which features a triple tone grande sonnerie, smalls seconds and a power reserve indicator.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/26344pt-oo-d002cr-03-d0.png,images_latest/26344pt-oo-d002cr-03-d0.png
48,Bell & Ross,Instruments,,BR 03 90 Grande Date & Reserve de Marche,,No,Stainless steel,Sapphire,Closed,Square,42.00 mm,11.50 mm,,Black,,Mixed,Sword,Automatic,Soprod,9090,Analog,25.60 mm,28.0,42 h,28800 bph,"Hours, Minutes, Seconds","To create the BR 03 aviation watch, the Bell & Ross designers took their inspiration from aeronautical instrumentation, the ultimate reference point for legibility and reliability. Available in a variety of models, the BR 03 Instrument watch is no longer exclusively reserved for pilots. It has become an iconic watch to the great delight of watch collectors.
The present example features a stainless steel case, black dial with oversized Arabic numerals and a stainless steel bracelet. This model is fitted with a big date display and a power reserve indicator.
Reference BR0390-BL-STSST",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0390blstsst-11.jpg,images_latest/br0390blstsst-11.jpg
49,Jaeger-LeCoultre,Reverso,,Reverso Duo Bracelet,,No,Stainless Steel,Sapphire,Double Dial,Rectangular,26.00 mm,9.30 mm,,Silver,,Arabic Numerals,Sword,Handwound,Jaeger-LeCoultre,854/1,Analog,20.20 mm,21.0,45 h,21600 bph,"Hours, Minutes, Additional 12 Hour Hand (adjustable), Day / Night Indication","This watch reinvents the second time-zone display through the magic of the reversible watch. At its heart lies a single mechanical movement powering both dials.

Dimensions (L x W) : 42.2x26mm
Thickness : 9.3mm
Back dial: black guilloché, luminescent transferred numerals",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/2718110-4.jpg,images_latest/2718110-4.jpg
50,Bell & Ross,Instruments,,BR 03 92 Horograph,2017,No,Stainless steel,Sapphire,Closed,Square,42.00 mm,,,Black,,Stick / Dot,Stick,Automatic,Bell & Ross,BR-CAL.302,Analog,25.60 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","To create the BR 03 aviation watch, the Bell & Ross designers took their inspiration from aeronautical instrumentation, the ultimate reference point for legibility and reliability. Available in a variety of models, the BR 03 Instrument watch is no longer exclusively reserved for pilots. It has become an iconic watch to the great delight of watch collectors.

The BR 03 'Horograph' was added to the collection in 2017. It features a utilitarian dial with baton markers and matching baton-shaped hands, said to be inspired by airport clocks. The case is bead blasted.",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0392-hor-blc-srb-b8.png,images_latest/br0392-hor-blc-srb-b8.png
51,Ball Watch,Engineer Hydrocarbon,,Engineer Hydrocarbon NEDU Blue / Bracelet,2013,No,Titanium,Sapphire,Closed,Round,42.00 mm,17.30 mm,,Blue,,Stick / Dot,Sword,Automatic,Ball Watch,RR1402C,Analog,30.00 mm,25.0,42 h,28800 bph,"Hours, Minutes, Small Seconds","The Ball Engineer Hydrocarbon NEDU was introduced in 2013. It was named after the Navy Experimental Diving Unit branch of the American Navy. The case measures 42mm across and is made of titanium with a ceramic bezel insert. It houses the self-winding caliber 7750 which is chronometer certified. The crown is fitted with a signature protector and an integrated helium escape valve.

Reference DC3026A-SC-BE has a blue dial and a titanium bracelet.",https://watchbase.r.sizr.io/watch/lg/ball-watch/engineer-hydrocarbon/dc3026a-sc-be-a2.jpg,images_latest/dc3026a-sc-be-a2.jpg
52,Jaeger-LeCoultre,Reverso,,Reverso Classique Quartz Ostrich,,No,Stainless Steel,Sapphire,Closed,Rectangular,23.10 mm,,,Silver,,Arabic Numerals,Sword,Quartz,Jaeger-LeCoultre,657,Analog,,4.0,,,"Hours, Minutes","With its pure geometrical shapes, this Art Deco icon remains as timeless yet contemporary as ever.

Water resistance : 3 bar
Dimensions (L x W) : 38.5x23.1mm",https://watchbase.r.sizr.io/watch/lg/jaeger-lecoultre/reverso/2518411-a9.png,images_latest/2518411-a9.png
53,Apple,Watch,,Watch 38mm,2015,No,,Sapphire,Closed,Rectangular,33.30 mm,10.50 mm,,,,,,Processor,Apple,Apple Watch,Digital,,,18 h,,"Hours, Minutes, Seconds, World Time","The Apple Watch in 38mm has a stainless steel case with a ceramic back in 33.3x38.6mm at a height of 10.5mm. It is splash proof though not water resistant. The 'movement' has a power reserve of 18 hours, after which it can be recharged using a magnetic charging cable. The glass on the Apple Watch version is sapphire.

Synced with an iPhone, it keeps time to within 50 milliseconds of the definitive global time standard. The 'dial' can of course be customized. It features various sensors to keep track of health and activity.

Available in a wide range of versions, the current version of the Apple Watch has a stainless steel case and a slide-through milanese style bracelet.",https://watchbase.r.sizr.io/watch/lg/apple/apple-watch/mj322ll-e4.jpg,images_latest/mj322ll-e4.jpg
54,Bell & Ross,Instruments,,BR 01 94 Carbon Chronograph,,No,Stainless steel,Sapphire,Closed,Square,46.00 mm,,,Black,,Mixed,Sword,Automatic,ETA,2894-2,Analog,28.00 mm,37.0,42 h,28800 bph,"Hours, Minutes, Small Seconds","To create the BR 01 aviation watch, the Bell & Ross designers took their inspiration from aeronautical instrumentation, the ultimate reference point for legibility and reliability. Available in a variety of models, the BR 01 Instrument watch is no longer exclusively reserved for pilots. It has become an iconic watch to the great delight of watch collectors.
The present example features a stainless steel case with matte black PVD finish, over-sized four Arabic numerals and a rubber strap. The three-counter chronograph movement is automatic and also features a date window at 4:30.
Reference BR0194-BL-CA",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0194-bl-ca-50.png,images_latest/br0194-bl-ca-50.png
55,Audemars Piguet,Jules Audemars,,Jules Audemars 25996 Grande Complication Platinum / Sapphire,,No,Platinum,Sapphire,Open,Round,42.00 mm,14.00 mm,,Sapphire,,Stick / Dot,Feuille,Automatic,Audemars Piguet,AP 2885,Analog,31.60 mm,52.0,45 h,19800 bph,"Hours, Minutes, Small Seconds","The Jules Audemars is a gentleman's watch with perpetual calendar, minute repeater, split seconds chronograph, moon phase and small seconds - earning it the 'Grande Complication' moniker.

Reference 25996PT.OO.D002CR.01 has a platinum case and a sapphire dial, allowing for a view of the movement from the front as well as the back.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/25996pt-oo-d002cr-01-cd.png,images_latest/25996pt-oo-d002cr-01-cd.png
