google_link,basic_info_family,case_material,case_glass,case_back,case_shape,dial_color,dial_indexes,dial_hands,movement_display
gs://watches_draft_2/images_latest/ab015212-g724-438x-a20d-1-ef.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-bf26-109w-a20ba-1-f6.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab0510u4-be84-760p-fb.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/br0192-bl-st-2d.png,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Black,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/rb0510v1-c880-276s-51.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Blue,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/15325bc-oo-d102cr-01-3.png,Millenary,case material - White gold,case glass - Sapphire,case back - Open,Oval,dial color - White,Roman Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/ab0510u9-c879-277s-2c.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Blue,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/rb0510u5-bc39-100w-97.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012-g751-436x-a20d-1-fc.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/rb015212-c940-731p-30.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Open,Round,dial color - Blue,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012-g751-279s-a20d-2-7.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012-g751-743p-a20ba-1-4e.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/br0192-heritage-bb.png,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Black,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/ab015212-g724-437x-a20ba-1-99.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/dc3036c-sa-bk-24.jpg,Engineer Hydrocarbon,case material - Titanium,case glass - Sapphire,case back - Closed,Round,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/25996ti-oo-d002cr-01-12.png,Jules Audemars,case material - Titanium,case glass - Sapphire,case back - Open,Round,dial color - Sapphire,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/r1036012ba92737p-a2.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-ba99-278s-a20s-1-99.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab0510u6-bc26-267s-e0.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ua8241b-a1-47.jpg,Outdoor,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,Arabic Numerals,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-bf26-740p-a20d-1-fa.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ua8239-a1-2-h-8c.jpg,Outdoor,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - White,Arabic Numerals,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r1036012g722737p-a0.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/rb015253-bf15-743p-91.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/15180bc-oo-a002cr-01-c3.png,Jules Audemars,case material - White gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/ab0510u9-c879-746p-5a.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Blue,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab0510u6-bc26-105w-ef.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-g724-112x-a20d-1-ee.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015253-g724-109w-2a.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015253-ba99-748p-34.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-bf26-732p-a20d-1-30.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab0510u4-bb62-443x-78.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012-bb69-278s-a20s-1-3f.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/15320or-oo-d002cr-01-c6.png,Millenary,case material - Pink gold,case glass - Sapphire,case back - Open,Oval,dial color - Black,Roman Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/ab0152121b1s1-ab.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-ba99-109w-a20ba-1-c6.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/br01-skull-sk-st-de.png,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Silver,Mixed,dial hands - Proprietary ,Analog
gs://watches_draft_2/images_latest/ab0510u9-c879-159a-26.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Blue,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4531012-bb70-281s-r20d-3-fa.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/26145or-oo-d095cr-01-83.png,Millenary,case material - Pink gold,case glass - Sapphire,case back - Open,Oval,dial color - Black,Roman Numerals,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/a1631012g781171a-22.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/dc3026a-s1cj-gy-a6.jpg,Engineer Hydrocarbon,case material - Titanium,case glass - Sapphire,case back - Closed,Round,dial color - Grey,StickDot,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/ab015212-bf26-434x-a20d-1-80.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
