basic_info_brand,basic_info_family,basic_info_reference,basic_info_name,basic_info_produced,basic_info_limited,case_material,case_glass,case_back,case_shape,case_diameter,case_height,case_lug width,dial_color,dial_material,dial_indexes,dial_hands,movement_type,movement_brand,movement_caliber,movement_display,movement_diameter,movement_jewels,movement_reserve,movement_frequency,movement_time,description,image_link
Breitling,Transocean,,Transocean Day & Date Stainless Steel / Silver / Rubber / Folding,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-g751-281s-a20d-2-a2.png
Apple,Watch,,Watch 38mm,2015,No,,Sapphire,Closed,Rectangular,33.30 mm,10.50 mm,,,,,,Processor,Apple,Apple Watch,Digital,,,18 h,,"Hours, Minutes, Seconds, World Time","The Apple Watch in 38mm has a stainless steel case with a ceramic back in 33.3x38.6mm at a height of 10.5mm. It is splash proof though not water resistant. The 'movement' has a power reserve of 18 hours, after which it can be recharged using a magnetic charging cable. The glass on the Apple Watch version is sapphire.

Synced with an iPhone, it keeps time to within 50 milliseconds of the definitive global time standard. The 'dial' can of course be customized. It features various sensors to keep track of health and activity.

Available in a wide range of versions, the current version of the Apple Watch has a stainless steel case and a supple French-made leather strap in brown with so-called 'modern' buckle.",https://watchbase.r.sizr.io/watch/lg/apple/apple-watch/mj3a2ll-77.jpg
Breitling,Transocean,,Transocean Chronograph Stainless Steel / Black / Rubber / Pin,2011,No,Stainless steel,Sapphire,Open,Round,43.00 mm,,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47,70 h,28800 bph,"Hours, Minutes, Small Seconds","The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated fuselage carries onboard a high-performance “engine” in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.

Ref. AB015212.BA99 has a black dial with black subdials.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab015212-ba99-280s-a20s-1-8c.png
Breitling,Transocean,,Transocean Chronograph Unitime Stainless Steel / Silver / Milanese,2012,No,Stainless steel,Sapphire,Closed,Round,46.00 mm,15.40 mm,24.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B05,Analog,,56,70 h,28800 bph,"Hours, Minutes, Small Seconds, World Time","The Breitling Transocean Chronograph Unitime pairs a chronograph with a world time function, courtesy of its in-house caliber B05. Thanks to its double disk, the Transocean Chronograph Unitime provides at-a-glance reading, anywhere in the world, of the time in all 24 timezones. When the user changes timezone, simply turning the crown forwards or backwards enables instant correction of the hour hand, the city disk and the 24-hour disk – while automatically adjusting the date to local time. ",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab0510u0a732152a-aa.jpg
Breitling,Transocean,,Transocean Day & Date Red Gold / Black / Calf / Pin,2012,No,Red Gold,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r4531012-bb70-437x-r20ba-1-4b.png
Breitling,Transocean,,Transocean Chronograph Stainless Steel / Black / Croco / Pin,2011,No,Stainless steel,Sapphire,Open,Round,43.00 mm,,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47,70 h,28800 bph,"Hours, Minutes, Small Seconds","The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated fuselage carries onboard a high-performance “engine” in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.

Ref. AB015212.BA99 has a stainless steel case and a black dial.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab015212-ba99-743p-34.jpg
Breitling,Transocean,,Transocean Chronograph Stainless Steel / Panda / Calf / Folding,2011,No,Stainless steel,Sapphire,Open,Round,43.00 mm,,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47,70 h,28800 bph,"Hours, Minutes, Small Seconds","The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated fuselage carries onboard a high-performance “engine” in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.

Ref. AB015212.G724 has a stainless steel case and a 'Mercury' silver dial with anthracite sub dials.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab015212-g724-434x-a20d-1-57.png
Audemars Piguet,Jules Audemars,,Jules Audemars 25866 Grande Complication Yellow Gold / White,,No,Yellow gold,Sapphire,Open,Round,42.00 mm,14.00 mm,,Silver,,Stick / Dot,Feuille,Automatic,Audemars Piguet,AP 2885,Analog,31.60 mm,52,45 h,19800 bph,"Hours, Minutes, Small Seconds","The Jules Audemars is a gentleman's watch with perpetual calendar, minute repeater, split seconds chronograph, moon phase and small seconds - earning it the 'Grande Complication' moniker.

Reference 25866BA.OO.D002CR.01 has a yellow gold case and a white dial with stick markers. The hands are made of blackened gold.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/25866ba-oo-d002cr-01-4c.png
Breitling,Transocean,,Transocean Chronograph Unitime Stainless Steel / Silver / Rubber,2016,No,Stainless steel,Sapphire,Closed,Round,46.00 mm,15.40 mm,24.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B05,Analog,,56,70 h,28800 bph,"Hours, Minutes, Small Seconds, World Time","The Breitling Transocean Chronograph Unitime pairs a chronograph with a world time function, courtesy of its in-house caliber B05. Thanks to its double disk, the Transocean Chronograph Unitime provides at-a-glance reading, anywhere in the world, of the time in all 24 timezones. When the user changes timezone, simply turning the crown forwards or backwards enables instant correction of the hour hand, the city disk and the 24-hour disk – while automatically adjusting the date to local time. ",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab0510u0-a790-267s-32.jpg
Breitling,Transocean,,Transocean Chronograph GMT,2013 - 2013,"Yes, 2000 units",Stainless steel,Sapphire,Closed,Round,43.00 mm,,,Silver,,Stick / Dot,,Automatic,Breitling,B04,Analog,,47,70 h,28800 bph,"Hours, Minutes, Small Seconds, Additional 24 Hour Hand (adjustable)","The Transocean Chronograph GMT has a stainless steel case of 43mm. It is powered by caliber B04. It was made as a limited edition of 2000 pieces in 2013. The red gold version was made in 200 pieces.


REF. AB045112.G772.739P",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab045112g772739p-c5.jpg
Bell & Ross,Instruments,,BR 01 92 Horizon,,"Yes, 999 units",Stainless steel,Sapphire,Closed,Square,46.00 mm,,24.00 mm,Black,,Mixed,Proprietary ,Automatic,ETA,2892-A2,Analog,25.60 mm,21,42 h,28800 bph,"Hours, Minutes, Seconds","The BR 01 HORIZON watch is inspired by aircraft cockpits, where each part is a reference in terms of legibility, reliability and performance. The display of the BR 01 HORIZON recalls the graphics of the reference instrument, the artificial horizon.
The present example features a stainless steel case with PVD coating and a black rubber strap.
Reference BR0192-HORIZON",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0192-horizon-24.png
Apple,Watch,,Watch 38mm,2015,No,,Sapphire,Closed,Rectangular,33.30 mm,10.50 mm,,,,,,Processor,Apple,Apple Watch,Digital,,,18 h,,"Hours, Minutes, Seconds, World Time","The Apple Watch in 38mm has a stainless steel case with a ceramic back in 33.3x38.6mm at a height of 10.5mm. It is splash proof though not water resistant. The 'movement' has a power reserve of 18 hours, after which it can be recharged using a magnetic charging cable. The glass on the Apple Watch version is sapphire.

Synced with an iPhone, it keeps time to within 50 milliseconds of the definitive global time standard. The 'dial' can of course be customized. It features various sensors to keep track of health and activity.

Available in a wide range of versions, the current version of the Apple Watch has a stainless steel case and a black rubber strap called 'Sport Band'.",https://watchbase.r.sizr.io/watch/lg/apple/apple-watch/mj2y2ll-40.jpg
Audemars Piguet,Millenary,,Millenary Hand-wound Frosted White Gold / Aventurine / Bracelet,2019,No,Pink gold,Sapphire,Open,Oval,39.50 mm,9.80 mm,20.00 mm,White,Opal,None,Alpha,Handwound,Audemars Piguet,AP 5201,Analog,32.74 mm,19,54 h,21600 bph,"Hours, Minutes, Small Seconds",The Audemars Piguet Millenary 77244OR.GG.1272OR.01 has a pink gold case with frosted finish and an opal dial.,https://watchbase.r.sizr.io/watch/lg/audemars-piguet/millenary/77244or-gg-1272or-01-9.png
Breitling,Transocean,,Transocean 38 Stainless Steel / MOP / Bracelet,2014,No,Stainless steel,Sapphire,Closed,Round,38.00 mm,12.75 mm,20.00 mm,White,Mother of Pearl,Stick / Dot,Stick,Automatic,Breitling,B16,Analog,25.60 mm,30,42 h,28800 bph,"Hours, Minutes, Small Seconds","Transocean  Breitling has reinterpreted the pure, original spirit of its Transocean collection in a refined model with a twin-aperture calendar and small seconds. The steel case, fitted with a slim beveled bezel and slender lugs, features a 38 mm diameter that is ideal for all wrist sizes. Water-resistant to 100 meters (330 ft), it houses an officially chronometer-certified selfwinding movement. REF. A1631012.A764.171A",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a1631012a764171a-19.jpg
Archimede,Pilot,,Pilot 45 KS Stainless Steel / Black,,No,Stainless steel,Sapphire,Open,Round,45.00 mm,10.50 mm,,Black,,Arabic Numerals,Sword,Handwound,ETA,6498-1,Analog,36.60 mm,17,46 h,18000 bph,"Hours, Minutes, Small Seconds","Classic design, engineering precision and functionality are the guidelines for this outstanding chronograph.

This Pilot 45 KS is powered by the hand-wound ETA 6498 movement, with small seconds at 6 o'clock. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel and measures 45mm across. The Pilot 45 KS is available with display back or - as an option - with a solid case back.

The catchy Pilot crown is designed for optimal usability, both when winding and while setting the time. The classic pilot's-style dial with luminous hands allows a clear time reading. 

Reference UA7949-H1.2 is fitted with a brown leather strap",https://watchbase.r.sizr.io/watch/lg/archimede/pilot/ua7949-h1-2-b6.jpg
Breitling,Transocean,,Transocean Chronograph Stainless Steel / Reverse Panda / Calf / Folding,2011,No,Stainless steel,Sapphire,Open,Round,43.00 mm,,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47,70 h,28800 bph,"Hours, Minutes, Small Seconds","The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated case of 43mm carries onboard a high-performance movement in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.

Ref. AB015212/BF26 has a black dial with contrasting sub dials.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab015212-bf26-438x-a20d-1-c1.png
Archimede,Outdoor,,OutDoor 39 Protect Stainless Steel / Cream / Bracelet,,No,Stainless steel,Sapphire,Closed,Round,39.00 mm,11.20 mm,20.00 mm,Cream,,Arabic Numerals,Stick,Automatic,Sellita,SW200-1,Analog,25.60 mm,26,38 h,28800 bph,"Hours, Minutes, Seconds","This watch is powered by a Swiss Made SW 200-1  automatic movement, which offers high precision and reliability. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel finished by Ickler. 

This specific OutDoor Protect has a cream dial and is fitted a stainless steel bracelet.",https://watchbase.r.sizr.io/watch/lg/archimede/outdoor/ua8239b-a5-1-h-3b.jpg
Archimede,Pilot,,Pilot Chornograph Staineless Steel / Black,,No,Stainless steel,Sapphire,Open,Round,42.00 mm,13.60 mm,,Black,,Arabic Numerals,Sword,Automatic,ETA,7750,Analog,30.00 mm,25,42 h,28800 bph,"Hours, Minutes, Small Seconds","Classic design, engineering precision and functionality are the guidelines for this outstanding chronograph.

This Pilot watch is powered by a Swiss Made Eta 7750 Elaboré automatic movement, which offers high precision and reliability. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel or black PVD finished by Ickler. The Pilot Chronograph is available with display back or - as an option - with a solid case back.

The catchy Pilot crown and the large pushers are designed for optimal usability. The classic pilot's-style dial with luminous hands allows a clear time reading. The date is discreetly shown at six o'clock.

Reference UA7939-C1.2 is fitted with a brown leather strap.",https://watchbase.r.sizr.io/watch/lg/archimede/pilot/ua7939-c1-2-38.jpg
